id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
3381;"Die Wille gGmbH";"PEB - PIA – Perspektiven durch Integration in den Arbeitsmarkt";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 ""PEB - Innovative Modellprojekte"". Zweck ist die modellhafte Erprobung neuer Handlungsansätze in den Bezirken.    Das vorliegende Projekt  bearbeitet die Herausforderungen, die sich aufgrund der o.g. Problemlage und Bedarfe der Zielgruppe der Geflüchteten ergeben. Das Ziel ist es, die Voraussetzungen der Geflüchteten für die Integration ins Berufsleben in Deutschland zu verbessern und auf weitere Projekte, die eine erfolgreiche Vermittlung in Arbeit bringen, vorzubereiten (z.B. Jobcenterangebote an Qualifizierung, weitere Projekte wie Arrivo u.a.). Um dieses Ziel zu erreichen soll die Vernetzung zwischen den im Feld der Flüchtlingsarbeit tätigen Akteuren vertieft und ausgebaut und so Synergieeffekte geschaffen werden. Dies wird auf folgende Weise erreicht:  Bestehende Angebote werden koordiniert, Ideen für die Entwicklung weiterer Angebote werden abgestimmt. Nach dem Bausteinprinzip werden die individuell erforderlichen Unterstützungsangebote zusammengestellt und der Austausch zwischen den Akteuren in diesen Angeboten befördert. Über das zu bildende Netzwerk werden auch Fehlstellen und Veränderungsbedarfe identifiziert und in Zusammenarbeit mit den jeweiligen Entscheidungsträgern die erforderlichen Änderungen angeregt. In einem ""Begegnungscafe"" der Die Wille werden im Rahmen der Stadtteilarbeit geflüchtete Menschen und Kiezbewohner zusammengebracht, um sich über Themen zum Arbeitsmarkt in Austausch zu gehen.
Die Projektziele in Bezug auf die konkrete Arbeit mit den Teilnehmer*innen werden auf folgende Weise erreicht:  Arbeit in Kleingruppen  (jede Woche findet für die Teilnehmer*innen ein halbtägiges Treffen in einer Kleingruppe statt). In den Gruppentreffen findet eine intensive Schulung zum Arbeitsleben in Deutschland statt. Ein positiver Nebeneffekt ist, dass die Sprachkenntnisse erweitert und vertieft werden und der aktive Sprachgebrauch gefördert wird in einer Gruppe, die kleiner ist als die meisten Gruppen in den Sprachkursen. Es werden viele neue Vokabeln, Formulierungen und Redewendungen mit Bezug zum Berufsleben erlernt und trainiert. Da die Teilnehmer*innen i.d.R. aus unterschiedlichen Herkunftsländern/Kulturkreisen stammen, sind die Gruppentreffen auch als ein interkulturelles Training zu verstehen.
Über die Gruppentreffen hinaus finden in regelmäßigen Abständen (ein mal alle zwei Monate)  Betriebsbesichtigungen  in unterschiedlichen Unternehmen/sozialen Einrichtungen statt. Die Teilnahme sollte von allen Teilnehmer*innen wahrgenommen werden, um ein größeres Spektrum von Berufen zu bekommen. Die Betriebsbesichtigungen dienen dazu, den Geflüchteten Einblicke in den konkreten Arbeitsalltag bestimmter Tätigkeiten und Unternehmen zu ermöglichen und gleichzeitig den persönlichen Kontakt zu potentiellen Arbeitgeber*innen herzustellen. Daher finden die Besichtigungen bevorzugt in Unternehmen statt, die von sich aus ein Interesse an der Beschäftigung Geflüchteter haben.
 Einzelcoaching der Teilnehmer*innen:  Individuelle Treffen mit den Teilnehmer*innen dauern i.d.R. eine Stunde. Die konkrete Zahl der Einzeltreffen pro Teilnehmer*in hängt sehr stark vom jeweiligen Unterstützungsbedarf und von der persönlichen Ausgangslage ab. Wir gehen von einem Einzeltreffen pro Woche aus, es können jedoch bei Teilnehmer*innen mehr sein, die sich über die gesamte Zeit der Projektteilnahme erstrecken. Eine Obergrenze wird nicht im Vorfeld festgelegt, sondern ergibt sich in der Praxis anhand der Zahl/Betreuungsintensität/Verweildauer der Teilnehmer*innen im Projekt im Verhältnis zu den zeitlichen Kapazitäten der Mitarbeiter*innen. Ein Teil der individuellen Begleitung findet in Form von Telefongesprächen und E-Mails statt.
Die Bildung eines Netzwerkes im Sozialraum ist Nebenprodukt des Projektes. Das Projekt vernetzt sich mit anderen Projekten im Kietz, die an unterschiedlichen Schwerpunkten mit den Teilnehmenden arbeiten. Bei diesem Projekt geht es vorrangig um die Information der Betroffenen zum Thema Arbeitsmarkt. Andere Projekt, arbeiten konkret daran, geflüchtete Menschen in Praktika oder Arbeit zu vermitteln. So wird der Übergang von einem in ein anderes Projekt ermöglicht. Im Sinne der zugewanderten Menschen soll für sie ein möglichst positives Ergebnis erreicht werden, was sinnvollerweise am ehesten entsteht, wenn verschiedene Akteure frühzeitig zusammenarbeiten und die geflüchteten Personen sich nicht die Unterstützung an verschiedenen Stellen suchen müssen, von denen sie unter Umständen nicht einmal wissen, sondern diese gebündelt bekommen.
Die mit den jeweiligen Projektbausteinen verfrolgten Ziele und avisierten Erfolgsindikatoren sind:
	  * 20 Personen pro Jahr im Projekt erwerben Wissen zu Arbeitsverhältnissen (Rechtlich und Inhaltlich)
	  * 20 Personen pro Jahr erhalten Kenntnisse in arbeitsrechtlichen Details, Bewerbungsverfahren, Kommunikation und Berufsorientierung
	  * 20 Personen pro Jahr erhalten Kenntnisse zu Ihren Kompetenzen
	  * 20 Personen pro Jahr erhalten berufsbezogene Deutschkenntnisse
	  * 8 Personen pro Jahr nehmen an Qualifizierungen und Hospitationen teil
Als langfristiges Ziel soll sich zu der Entwicklung der Teilnehmenden der Bedarf an Weiterbildungen, Trainings, Hospitationen oder Praktika auftun. Voraussichtlich wird sogar die Erfordernis einer Umschulung oder Ausbildung deutlich. Durch diese werden die Kompetenzen der Kund*innen erheblich erweitert. In den Gruppen werden Situationen dargestellt, in denen die Teilnehmenden eine Stärkung des Selbstwertgefühls erfahren, den Ausbau der Schlüsselkompetenzen wie Kommunikationsfähigkeit, Teamfähigkeit, Konfliktfähigkeit etc. erlernen. Im Hinblick auf den konkreten Übergang in einen neuen Job werden Bewerbungsunterlagen überarbeitet oder Vorstellungsgesprächen geübt. Genauso werden auch Situationen nachgestellt, in denen das Gespräch mit dem schon vorhandenen Arbeitgeber gesucht wird. Nach dem Projektdurchlauf haben die Teilnehmenden, die nicht bereits während des Projektes in Ausbildung, Qualifizierung oder sogar Arbeit eingemündet sind kulturelle, berufliche und arbeitsrechtliche Kenntnisse erworben, als auch die eignen Kompetenzen erarbeitet und ist somit für künftige Bewerbungssituationen besser gewappnet.";2017-09-01;2020-08-31;473.087;50%;182.931;13349;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
3384;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Neukölln II)";'--';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3387;"soko.bildung GmbH";"Weiterbildung im Berufsfeld Textilverarbeitung/Änderungsschneiderei mit berufsbezogenem Deutschunterricht";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-01-31;61.998;49,92%;31.046;12055;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3390;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";Märchenhelden;"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 14 Mikroprojekte - Lokaler sozialer Zusammenhalt. Zweck ist Verbesserung der sozialen Integration und Erhöhung der Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf lokaler Ebene.  Mit dem Mikroprojekt sollen gemeinwesenorientierte Aktivitäten mit beschäftigungspolitischen Zielsetzungen zur Bekämpfung der Ausgrenzung auf dem Arbeitsmarkt verknüpft werden.";2017-09-01;2018-02-28;9.963;50%;4.981;13359;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
3393;"GFBM-gemeinnützige Gesellschaft für berufsbildende Maßnahmen mit beschränkter Haftung";"MSA Jetzt 1-2017";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-06-30;148.67;49,92%;74.448;10719;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3396;"Bulusma ve Danisma Yeri türk kadinlar icin - Treff- und Informationsort für türkische Frauen e. V.";"TIO Q 2: Schulabschluss";"Instrument 1   
Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.";2017-09-01;2018-05-31;469.132;50%;234.566;12053;DE300;"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
3399;"GFBM-gemeinnützige Gesellschaft für berufsbildende Maßnahmen mit beschränkter Haftung";"MSA Jetzt  2-2017";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-06-30;148.67;49,92%;74.448;10719;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3402;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Marzahn I)";'--';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3405;"soko.bildung GmbH";"Weiterbildung zum Helfer in der Gastronomie mit berufsbezogenem Deutschunterricht";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-11;2018-02-28;66.427;49,92%;33.264;12055;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3408;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Neukölln III)";'---';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3411;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb Mittleren Schulabschluss 1";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-06-30;195.064;49,92%;97.68;13359;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3414;"SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH";"Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug IV";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-03-03;118.62;49,92%;59.399;13129;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3417;"Schöll AG";"QvBD_2-17          Sicherheitsfachkraft – mit Sachkundeprüfung § 34a GewO und Unterrichtungsverfahren";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2017-12-22;50.611;49,92%;25.344;10178;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3420;"KHS Kirchhofschmiede gGmbH";"MSA IX: Deine Chance - Deine Zukunft";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-07-27;175.557;49,92%;87.912;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3423;"Grone-Bildungszentren Berlin GmbH -gemeinnützig- (Marzahn)";"Fit für die Ausbildung mit MSA (QvB MSA 2)";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-01;2018-06-29;115.061;49,92%;57.618;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3426;"context Arbeitsmarktdienstleistungen GmbH";"QvBW_02             Vorbereitung Wiederaufnahme Studium - Fit for University";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-08-28;2018-02-28;94.896;49,92%;47.52;13597;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3429;"Chance BJS gGmbH";"Erwerb der (Erweiterten) Berufsbildungsreife (2017/2018 Marzahn II)";'---';2017-09-04;2018-06-29;89.366;50%;44.683;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
3432;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Väter";"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2017-09-04;2018-08-31;112.576;49,92%;56.373;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
3435;"Die Wille gGmbH";"PEB - Durchstarten statt abwarten. Wege in sozialversicherungspflichtige Beschäftigungsverhältnisse";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 ""PEB - Innovative Modellprojekte"". Zweck ist die modellhafte Erprobung neuer Handlungsansätze in den Bezirken.  Ziel dieses PEB-Projekts ist es,  durch einen innovativen Ansatz einen nachhaltigen Zuwachs sozialversicherungspflichtiger Beschäftigungsverhältnisse im Bezirk Friedrichshain-Kreuzberg zu ermöglichen. Im Rahmen des Projekts werden einerseits die Betroffenen aktiv angesprochen, ihr Bewusstsein für ihre prekäre Situation geschärft und sie werden individuell begleitet. Im Sinne von Changemanagement wird mit den Betroffenen selbst eine Strategie zur Veränderung erarbeitet und umgesetzt. 15 Personen pro Jahr sollen in sozialversicherungsplichtige Beschäftigung, Qualifizierung, Praktika und Hospitationen  einmünden. Darüber hinaus werden im Rahmen der Einzelbegleitung auch die Arbeitgeber*innen mit einbezogen, die dank Ansprache und Information evtl. bereit sind, die Beschäftigung zu erweitern. Pro Jahr werden mit mindestens zehn Arbeitgeber*innen Gespräche geführt. Durch die Kombination dieser beiden Hebel (intensive Einzelbegleitung der Zielgruppe und Ansprache der Unternehmen) leistet das Projekt einen Beitrag zu einem Bewusstseinswandel in Bezug auf geringfügige Beschäftigungsverhältnisse und trägt zu einer gleichberechtigen Teilhabe aller Personengruppen am Arbeitsmarkt bei. Diese Zielsetzung ist auch im Hinblick auf den aktuellen Fachkräftemangel von großer Bedeutung.
Die Projektziele werden mit diesen Vorgehensweisen und Methoden erreicht: Ein mobiles Changemanagementteam erreicht die geringfügig Beschäftigten in Friedrichshain-Kreuzberg z.T. durch aufsuchende Arbeit und durch die oben bereits genannten Wege. Es arbeitet mit ihnen die Problematik ihrer Tätigkeitsstruktur heraus, setzt anschließend einen Veränderungsprozess in Gang und erschließt individuelle Wege der Integration in den sozialversicherungspflichtigen Arbeitsmarkt (siehe Details der Umsetzung unten). In der Absprache mit aktuellen bzw. zukünftigen Arbeitgeber*innen wird für die Thematik sensibilisiert und Aspekte wie Qualifizierungsmöglichkeiten für Mitarbeiter*innen, Work-Life-Balance, Vereinbarkeit von Familie und Beruf werden thematisiert. Bei Bedarf wird unterstützt in Bezug auf Fördermöglichkeiten und Beantragung dieser.
Die praktische Arbeit mit den Betroffenen erfolgt durch Arbeit in Kleingruppen und individuelle Begleitung. Die Kompetenzermittlung findet in Form von Einzelgesprächen, bei Bedarf auch als Kleingruppenangebote statt. Im Coaching werden insbesondere folgende Methoden angewandt: IDA/MELBA, IT gestütztes Coachingtool, Ressourcogramm, Aufstellung am Systembrett, Tetralemma. Im Kompetenzfeststellungsverfahren IDA wird z.B. eine standardisierte individuelle Arbeitsprobe erstellt. Diese besteht aus mehreren konkreten alltags- und berufsnahen Aufgaben, die zum Teil in unterschiedlichen Schwierigkeitsgraden vorgelegt werden können und die eine Einschätzung beruflich einsetzbarer Fähigkeiten erlauben. Es kann zudem festgestellt werden, ob es Kompetenzschwerpunkte gibt oder eine eher breite Ausprägung und auf welche Weise die Person an die Lösung der an sie gestellten Aufgaben herangeht. Das Ergebnis aus der standardisierten Kompetenzfeststellung IDA wird von entsprechend qualifizierten Berater*innen mit einem in MELBA zu erstellenden Anforderungsprofil der angestrebten Berufstätigkeit abgeglichen. Es soll möglichst die Eignung anhand eines konkreten Arbeitsplatzes herausgearbeitet werden. Bei einer noch allgemeinen Profilierung ist der Abgleich mit verschiedenen Berufen möglich.
Zu der Entwicklung der Kundin und des Kunden kann sich der Bedarf an (modularen) Weiterbildungen, Trainings, Hospitationen oder Praktika auftun. Unter Umständen wird sogar die Erfordernis einer Umschulung oder Ausbildung deutlich. Hierdurch werden die Kompetenzen der Kund*innen erheblich erweitert. In den Workshops ergeben sich ebenfalls Möglichkeiten zur Kompetenzerhöhung. In den Gruppen werden Situationen dargestellt, in denen die Teilnehmenden eine Stärkung des Selbstwertgefühls erfahren, den Ausbau der Schlüsselkompetenzen wie Kommunikationsfähigkeit, Teamfähigkeit, Konfliktfähigkeit etc. erlernen. Im Hinblick auf den konkreten Übergang in einen neuen Job werden Bewerbungsunterlagen überarbeitet oder Vorstellungsgesprächen geübt. Genauso werden auch Situationen nachgestellt, in denen das Gespräch mit dem schon vorhandenen Arbeitgeber gesucht wird. Der Beratungs- / Coachingprozess wird in verschiedenen Modulen durchgeführt, wobei das jeweilige Ziel der Teilnehmer*innen im Fokus steht. Die lösungs- und ressourcenorientierte, systemische Arbeitsweise steht hierbei im Mittelpunkt. Auf Grundlage der ermittelten Kompetenzen werden für die Kund*innen werden Entwicklungspläne erstellt. Sie sind die Basis der weiteren Zusammenarbeit. Ein Kernthema ist die weitere Berufswegplanung. So werden im Entwicklungsplan klare Vorstellungen über den weiteren beruflichen Integrationsprozess entwickelt.
Allen 20 Personen, die das Projekt pro Jahr durchlaufen, werden die Vor- und Nachteile von Minijobs bzw. im Vergleich dazu sozialversicherungspflichtiger Arbeit aufgezeigt. Sie erfahren anhand von Kompetenzanalyse, Beratung und Coaching die individuellen Wege in sozialversicherungspflichtige Arbeit. Sechs Personen werden in dieser Zeit in ein sozialversicherungspflichtiges Beschäftigungsverhältnis kommen oder ihr bestehender Minijob wird in eine solches umgewandelt. Acht Personen werden an Qualifizierungen, Praktika und Hospitationen  teilnehmen. Die Übrigen erhalten einen Wissenszuwachs an arbeitsrechtlichen Details, Bewerbungsverfahren, Kommunikation, Konfliktbewältigung und an offenen Stellen und Arbeitgebern im Bezirk.
Die mit den jeweiligen Projektbausteinen verfolgten Ziele und avisierten Erfolgsindikatoren sind:
	  * 20 Personen pro Jahr im Projekt erwerbern Wissen zu Minijobs (Rechtlich und Inhaltlich)
	  * 20 Personen pro Jahr erhalten Kenntnisse in arbeitsrechtlichen Details, Bewerbungsverfahren, Kommunikation, Konfliktbewältigung und an offenen Stellen und Arbeitgebern im Bezirk
	  * 20 Personen pro Jahr erhalten Kenntnisse zu Ihren Kompetenzen
	  * 6 Personen pro Jahr gelangen in Sozialversicherungspflichte Arbeit (Umwandlung des Minijobs oder neues Arbeitsverhältnis)
	  * 8 Personen pro Jahr nehmen an Qualifizierungen, Praktika und Hospitationen  teil";2017-09-01;2020-08-31;457.435;50%;176.381;13349;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
